#id	ref1	break_pos1	region1	ref2	break_pos2	region2	num_split	num_paired	num_split_with_pair	num_split_rescued	num_uniq_starts	pap_rate	mean_split_pos	split_pos_std	homogeneity	coverage_context	ssp	fusion_class	break_on_exon	feature_1	gene_1	transcript_1	gene_1_strand	biotype_1	expression_1	feature_2	gene_2	transcript_2	gene_2_strand	biotype_2	expression_2	splice_motif	filters
790273	4	188335753	[188335724,188335755]	X	73053209	[73053120,73053210]	104	0	12	91	0.153846;0.115385;16	1	0.843561	0.0639206	0.422764|0.936937	-1;-1	.|0	inter-chromosomal	no|yes	intron	RP11-91J3.3	RP11-91J3.3-001:1:2	+	lincRNA	0	exon	XIST	XIST-001:3;XIST-008:3;XIST-009:1	-	lincRNA	0	0	pass
210194	10	116527820	[116527820,116527882]	10	116361720	[116361630,116361722]	80	0	54	33	0.3875;0.325;80	1	0.713167	0.182269	0.97561|0.253968	-1;-1	.|0	intra-chromosomal	no|yes	intron	RP11-106M7.1	RP11-106M7.1-001:1:2	+	lincRNA	0	exon	ABLIM1	ABLIM1-001:2;ABLIM1-002:2;ABLIM1-005:2;ABLIM1-007:2;ABLIM1-201:2;ABLIM1-203:2	-	protein_coding	3.8891561	1	pass
780594	4	113627373	[113627295,113627373]	4	114095572	[114095569,114095658]	78	0	38	10	0.307692;0.269231;10	1	0.698273	0.142062	0.962963|0.0992366	-1;-1	.|0	intra-chromosomal	no|yes	intron	RP11-148B6.2	RP11-148B6.2-001:2:1	-	lincRNA	0	exon	ANK2	ANK2-001:2;ANK2-002:2;ANK2-004:3;ANK2-005:3;ANK2-009:3;ANK2-010:3;ANK2-013:2;ANK2-014:2;ANK2-015:2;ANK2-026:2	+	protein_coding	3.91341257	1	pass
842072	6	158735300	[158735207,158735300]	6	158703295	[158703293,158703385]	75	0	43	28	0.32;0.306667;75	1	0.440552	0.281726	0.961538|0.273723	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	TULP4	TULP4-001:1;TULP4-002:1	+	protein_coding	5.2809701	exon	RP11-732M18.3	RP11-732M18.3-001:1	+	lincRNA	0	1	pass
357685	13	103053821	[103053820,103053911]	13	103018963	[103018877,103018964]	68	0	39	15	0.367647;0.338235;68	1	0.603437	0.214924	0.377778|0.944444	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	FGF14;RP11-811P12.3	FGF14-002:1;RP11-811P12.3-001:2	-	protein_coding	6.15279913	exon	FGF14-IT1	FGF14-IT1-002:2;FGF14-IT1-003:3	-	lincRNA	0	1	pass
24813	13	28403006	[28402938,28403008]	1	28907555	[28907473,28907558]	68	0	12	1	0.220588;0.205882;8	1	0.471211	0.0952533	0.393064|0.489209	-1;-1	0|0	inter-chromosomal	yes|no	exon	RNU6-73P	RNU6-73P-201:1	+	snRNA	0	exon	SNHG12	SNHG12-004:1;SNHG12-005:2;SNHG12-007:1;SNHG12-201:1	-	antisense	0	0	pass
154519	10	4951798	[4951723,4951799]	10	4872867	[4872866,4872950]	60	0	26	2	0.366667;0.383333;52	1	0.450848	0.165494	0.967742|0.504202	-1;-1	0|0	intra-chromosomal	yes|yes	exon	AKR1C1	AKR1C1-201:3	+	protein_coding	0.222615957	exon	AKR1E2	AKR1E2-002:2;AKR1E2-003:2;AKR1E2-004:2;AKR1E2-006:2;AKR1E2-007:3;AKR1E2-008:2;AKR1E2-009:2;AKR1E2-010:2;AKR1E2-014:2	+	protein_coding	0.219429508	1	pass
273103	11	122026259	[122026259,122026344]	11	121962433	[121962352,121962433]	58	0	43	3	0.362069;0.310345;58	1	0.519956	0.210062	0.408451|0.674419	-1;-1	0|0	intra-chromosomal	yes|no	exon	RP11-820L6.1	RP11-820L6.1-002:3;RP11-820L6.1-003:2;RP11-820L6.1-004:3	-	processed_transcript	0	exon	RP11-166D19.1	RP11-166D19.1-001:2;RP11-166D19.1-002:2;RP11-166D19.1-003:2;RP11-166D19.1-004:2;RP11-166D19.1-008:2;RP11-166D19.1-009:2;RP11-166D19.1-010:2;RP11-166D19.1-011:3;RP11-166D19.1-012:3	-	sense_overlapping	0	0	pass
628478	2	69732701	[69732701,69732793]	2	69693684	[69693591,69693684]	53	0	38	21	0.45283;0.45283;53	1	0.627766	0.263995	0.946429|0.688312	-1;-1	0|0	readthrough-intersecting	yes|no	exon	AAK1	AAK1-001:16;AAK1-002:16;AAK1-005:3	-	protein_coding	0.475821018	exon	RP11-427H3.3	RP11-427H3.3-001:1;RP11-427H3.3-201:1	-	lincRNA	0	0	pass
242831	11	61175763	[61175761,61175825]	17	49343641	[49343549,49343641]	52	0	35	40	0.211538;0.230769;3	1	0.147261	0.143818	1|0.945455	-1;-1	.|0	inter-chromosomal	no|yes	intron	CPSF7	CPSF7-001:10:9;CPSF7-005:10:9;CPSF7-006:10:9;CPSF7-007:9:8	-	protein_coding	0.312106282	exon	UTP18	UTP18-001:3	+	protein_coding	1.34551215	0	pass
927262	X	96535473	[96535409,96535473]	10	119040889	[119040886,119040984]	52	0	16	29	0.461538;0.519231;52	1	0.341332	0.206837	1|0.485981	-1;-1	.|0	inter-chromosomal	no|no	intron	DIAPH2	DIAPH2-001:23:24;DIAPH2-002:23:24;DIAPH2-201:23:24;DIAPH2-202:23:24;DIAPH2-203:23:24	+	protein_coding	1.20042002	exon	PDZD8	PDZD8-001:5	-	protein_coding	6.3491025	0	pass
204179	2	221141247	[221141247,221141296]	10	102133769	[102133675,102133769]	51	0	42	48	0.254902;0.254902;7	1	0.122608	0.128084	1|0.927273	-1;-1	.|0	inter-chromosomal	no|yes	intron	AC114765.1	AC114765.1-001:1:2	+	lincRNA	0	exon	LINC00263	LINC00263-001:1	+	processed_transcript	0	0	pass
391449	14	62536321	[62536320,62536410]	14	62437031	[62436937,62437029]	50	0	47	22	0.46;0.48;50	1	0.560067	0.24529	0.909091|0.265957	-1;-1	1|0	readthrough-adjacent	yes|yes	exon	RP11-355I22.5;SYT16	RP11-355I22.5-001:3;SYT16-001:2;SYT16-002:2;SYT16-201:3	-	lincRNA	0	exon	CTD-2277K2.1	CTD-2277K2.1-001:2;CTD-2277K2.1-002:3	+	lincRNA	0	0	pass
235020	11	35442034	[35442033,35442171]	11	35339068	[35338924,35339068]	44	3	32	19	0.522727;0.522727;44	1	0.373658	0.274241	1|0.0578106	-1;-1	1|0	readthrough-intersecting	no|no	exon	RP4-683L5.1	RP4-683L5.1-001:2	+	antisense	0	exon	SLC1A2	SLC1A2-001:2;SLC1A2-002:3;SLC1A2-004:3;SLC1A2-006:2;SLC1A2-008:2	-	protein_coding	31.7709751	0	pass
937811	8	104225192	[104225192,104225274]	8	104152335	[104152244,104152335]	47	0	31	14	0.489362;0.489362;47	1	0.407939	0.250893	0.21267|0.783333	-1;-1	0|.	readthrough-intersecting	no|no	exon	BAALC	BAALC-001:2;BAALC-003:3;BAALC-004:2;BAALC-005:2	+	protein_coding	12.7529802	intron	C8orf56	C8orf56-001:2:1;C8orf56-002:2:1	-	protein_coding	0.8390975	0	pass
756690	3	194935622	[194935529,194935627]	1	175937661	[175937575,175937672]	44	0	18	24	0.522727;0.590909;1	1	0.292853	0.234164	0.145215|0.419048	-1;-1	0|0	inter-chromosomal	yes|no	exon	RNU6-25P	RNU6-25P-201:1	+	snRNA	0	exon	SCARNA3	SCARNA3-201:1	-	snoRNA	0	0	pass
391448	14	62437031	[62436945,62437029]	14	62462594	[62462593,62462686]	42	0	33	8	0.547619;0.52381;42	1	0.558758	0.207179	0.223404|0.763636	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	CTD-2277K2.1	CTD-2277K2.1-001:2;CTD-2277K2.1-002:3	+	lincRNA	0	exon	SYT16	SYT16-001:1;SYT16-002:1;SYT16-201:2	+	protein_coding	1.27489126	0	pass
920667	9	99589362	[99589361,99589447]	9	99538527	[99538449,99538530]	38	0	27	2	0.447368;0.473684;38	1	0.43747	0.197724	0.926829|0.745098	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	ZNF782	ZNF782-001:5;ZNF782-003:4;ZNF782-004:2;ZNF782-006:3;ZNF782-201:2	-	protein_coding	0.929367602	exon	ZNF510	ZNF510-001:2;ZNF510-002:2;ZNF510-201:2	-	protein_coding	2.14286852	1	pass
188122	10	65281495	[65281495,65281549]	10	65140242	[65140153,65140244]	38	0	17	8	0.552632;0.473684;38	1	0.669457	0.165617	0.926829|0.253333	-1;-1	.|0	intra-chromosomal	no|yes	intron	REEP3	REEP3-001:1:2;REEP3-201:1:2	+	protein_coding	6.37067509	exon	JMJD1C	JMJD1C-001:2;JMJD1C-201:2	-	protein_coding	2.44614887	0	pass
927488	X	102120080	[102119994,102120081]	X	102152502	[102152502,102152592]	35	0	18	3	0.485714;0.514286;35	1	0.431923	0.216733	0.636364|0.875	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	LINC00630	LINC00630-001:7;LINC00630-004:4;LINC00630-005:3	+	lincRNA	0	exon	LL0XNC01-237H1.2	LL0XNC01-237H1.2-001:2;LL0XNC01-237H1.2-002:1	+	lincRNA	0	1	pass
430829	15	54348262	[54348262,54348310]	20	29614327	[29614259,29614327]	37	0	11	14	0.189189;0.189189;2	1	0.341884	0.0463795	0.74|0.616667	-1;-1	.|0	inter-chromosomal	no|yes	intron	UNC13C	UNC13C-001:1:2;UNC13C-201:1:2;UNC13C-202:2:3	+	protein_coding	0.743167281	exon	FRG1B	FRG1B-001:2;FRG1B-004:3;FRG1B-201:2;FRG1B-202:2	+	protein_coding	1.06111276	0	pass
185959	10	57387385	[57387385,57387471]	10	57335471	[57335405,57335473]	32	0	16	3	0.4375;0.46875;27	1	0.322894	0.115923	0.8|0.533333	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	PCDH15	PCDH15-019:2	-	protein_coding	2.33535552	exon	RP11-168O22.1	RP11-168O22.1-001:2	-	sense_intronic	0	1	pass
457550	15	90838461	[90838383,90838459]	15	90897874	[90897872,90897961]	32	0	27	5	0.375;0.46875;22	1	0.622794	0.208437	0.666667|0.969697	-1;-1	0|0	intra-chromosomal	yes|yes	exon	AC091167.3	AC091167.3-001:4	+	pseudogene	0.0431871004	exon	ZNF774	ZNF774-001:2;ZNF774-002:2;ZNF774-003:2;ZNF774-005:1	+	protein_coding	0.687786758	0	pass
17649	1	20367071	[20367071,20367113]	1	144014507	[144014420,144014509]	33	0	12	25	0.424242;0.454545;1	1	0.247604	0.116677	1|0.767442	-1;-1	.|.	intra-chromosomal	no|no	intron	PLA2G5	PLA2G5-002:1:2;PLA2G5-003:1:2;PLA2G5-004:1:2;PLA2G5-005:1:2;PLA2G5-007:1:2;PLA2G5-008:1:2	+	protein_coding	0.383879453	intron	SRGAP2B	SRGAP2B-001:2:3;SRGAP2B-002:3:4	+	pseudogene	0.838358402	0	pass
480101	16	24652331	[24652253,24652331]	16	24762047	[24762044,24762134]	30	0	15	2	0.366667;0.4;30	1	0.535558	0.150689	0.666667|0.422535	-1;-1	0|0	intra-chromosomal	no|yes	exon	CTD-2540M10.1	CTD-2540M10.1-001:2	+	lincRNA	0	exon	TNRC6A	TNRC6A-001:3;TNRC6A-003:3	+	protein_coding	0.937892914	0	pass
111169	1	159008173	[159008173,159008213]	6	28104523	[28104522,28104609]	32	0	5	5	0.40625;0.40625;2	1	0.298687	0.097479	0.914286|0.820513	-1;-1	.|0	inter-chromosomal	no|yes	intron	IFI16	IFI16-001:7:8;IFI16-002:7:8;IFI16-004:7:8;IFI16-005:7:8;IFI16-009:6:7;IFI16-012:1:2;IFI16-013:7:8;IFI16-014:6:7;IFI16-201:7:8;IFI16-202:6:7	+	protein_coding	2.00551677	exon	ZSCAN16-AS1	ZSCAN16-AS1-001:1;ZSCAN16-AS1-002:1	-	antisense	0	0	pass
757312	3	195426078	[195425949,195426078]	3	195686957	[195686788,195686958]	27	2	20	24	0.333333;0.333333;10	1	0.563607	0.37923	0.408451|0.107807	-1;-1	0|0	intra-chromosomal	yes|yes	exon	LINC00969	LINC00969-002:5;LINC00969-006:1;LINC00969-029:2;LINC00969-034:5;LINC00969-036:3;LINC00969-037:4;LINC00969-046:1	+	lincRNA	0	exon	SDHAP1	SDHAP1-002:17;SDHAP1-008:5;SDHAP1-201:16	-	pseudogene	0.654401958	1	pass
563486	4	53578797	[53578797,53578845]	19	1021627	[1021537,1021632]	28	0	13	10	0.285714;0.321429;5	1	0.296011	0.181049	0.8|0.115702	-1;-1	.|0	inter-chromosomal	no|yes	intron	DANCR	DANCR-001:1:2;DANCR-003:1:2	+	processed_transcript	0	exon	RNU6-2	RNU6-2-201:1	+	snRNA	0	0	pass
667818	2	190620047	[190619954,190620047]	2	190593386	[190593386,190593457]	28	0	15	6	0.5;0.535714;28	1	0.482967	0.21996	1|0.875	-1;-1	1|0	readthrough-intersecting	no|yes	exon	OSGEPL1	OSGEPL1-001:3;OSGEPL1-002:3;OSGEPL1-003:3;OSGEPL1-004:4;OSGEPL1-005:2;OSGEPL1-006:3;OSGEPL1-007:3;OSGEPL1-008:4	-	protein_coding	0.535353661	exon	ANKAR	ANKAR-001:15;ANKAR-002:15;ANKAR-007:2;ANKAR-202:14;ANKAR-203:14;ANKAR-204:14	+	protein_coding	0.318602741	0	pass
846920	7	2770653	[2770653,2770745]	7	2749450	[2749366,2749450]	28	0	13	22	0.464286;0.428571;28	1	0.751451	0.246388	0.903226|0.933333	-1;-1	1|0	readthrough-intersecting	no|yes	exon	GNA12	GNA12-001:4;GNA12-002:5;GNA12-003:4;GNA12-004:3;GNA12-005:3;GNA12-007:3;GNA12-201:3;GNA12-202:3	-	protein_coding	1.58981121	exon	AMZ1	AMZ1-001:6;AMZ1-002:5;AMZ1-004:4	+	protein_coding	0.838938713	1	pass
825096	6	3247059	[3247059,3247138]	6	3226903	[3226816,3226906]	27	0	13	5	0.592593;0.518519;12	1	0.582424	0.20095	1|0.55102	-1;-1	.|0	readthrough-intersecting	no|yes	intron	PSMG4	PSMG4-001:1:2;PSMG4-010:2:3	+	protein_coding	0.528284192	exon	TUBB2B	TUBB2B-001:2;TUBB2B-002:2	-	protein_coding	56.0826492	1	pass
683789	20	19780391	[19780302,19780392]	20	19870210	[19870209,19870299]	27	0	21	12	0.555556;0.518519;27	1	0.608519	0.266267	0.156069|0.794118	-1;-1	0|0	intra-chromosomal	yes|yes	exon	RP1-122P22.2	RP1-122P22.2-001:2;RP1-122P22.2-002:2;RP1-122P22.2-003:1	+	lincRNA	0	exon	RIN2	RIN2-002:2;RIN2-003:2;RIN2-004:1;RIN2-005:2;RIN2-006:1;RIN2-201:1	+	protein_coding	4.38287878	1	pass
887400	9	13276573	[13276573,13276665]	9	13250371	[13250299,13250372]	26	0	16	3	0.615385;0.615385;26	1	0.519661	0.190698	0.896552|0.257426	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	RP11-272P10.2	RP11-272P10.2-001:2	-	sense_intronic	0	exon	MPDZ	MPDZ-001:2;MPDZ-002:2;MPDZ-009:1;MPDZ-010:1;MPDZ-011:2;MPDZ-201:1;MPDZ-202:1	-	protein_coding	1.60177028	1	pass
518281	17	29399067	[29398982,29399067]	17	29483001	[29483000,29483088]	26	0	19	9	0.423077;0.461538;15	1	0.337643	0.192958	0.896552|0.419355	-1;-1	0|0	intra-chromosomal	yes|yes	exon	RP11-848P1.9	RP11-848P1.9-005:2	+	pseudogene	0.272585601	exon	NF1	NF1-001:2;NF1-002:2;NF1-004:2;NF1-006:1;NF1-009:2;NF1-010:2;NF1-023:2	+	protein_coding	1.64488101	1	pass
669166	2	198365069	[198365067,198365163]	7	136985725	[136985725,136985885]	20	3	9	4	0.8;0.8;20	1	0.593258	0.211317	0.958333|0.958333	-1;-1	0|.	inter-chromosomal	no|no	exon	HSPE1;HSPE1-MOB4	HSPE1-001:1;HSPE1-002:1;HSPE1-003:1;HSPE1-004:1;HSPE1-006:1;HSPE1-MOB4-001:1	+	protein_coding	4.1061554	intron	PTN	PTN-001:2:1;PTN-002:2:1	-	protein_coding	129.492493	0	pass
364706	14	24761402	[24761402,24761476]	14	24740517	[24740427,24740517]	25	0	12	4	0.52;0.64;25	1	0.495014	0.225122	1|0.892857	-1;-1	1|1	readthrough-adjacent	no|no	exon	DHRS1	DHRS1-001:6;DHRS1-003:6;DHRS1-004:5;DHRS1-005:5;DHRS1-006:2;DHRS1-010:5;DHRS1-011:2	-	protein_coding	0.296383172	exon	RABGGTA	RABGGTA-003:1;RABGGTA-008:2;RABGGTA-021:1;RABGGTA-022:1	-	protein_coding	0.057992395	0	pass
346818	22	33133615	[33133548,33133615]	13	53307354	[53307353,53307420]	25	0	23	0	0.2;0.28;12	1	0.530838	0.0823904	0.925926|0.892857	-1;-1	.|0	inter-chromosomal	no|yes	intron	SYN3	SYN3-001:7:6;SYN3-002:3:2;SYN3-201:6:5	-	protein_coding	0.222099766	exon	LECT1	LECT1-001:3;LECT1-002:2;LECT1-003:3	-	protein_coding	1.87301338	1	pass
835664	6	98155680	[98155593,98155680]	6	98275925	[98275924,98276015]	25	0	13	12	0.44;0.44;25	1	0.446224	0.266692	0.641026|0.347222	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	RP1-104O17.1;RP1-104O17.2	RP1-104O17.1-001:2;RP1-104O17.2-001:1	+	lincRNA	0	exon	RP11-436D23.1	RP11-436D23.1-003:2	+	lincRNA	0	1	pass
738296	3	112862699	[112862699,112862789]	3	112738553	[112738483,112738554]	24	0	22	7	0.666667;0.666667;24	1	0.666645	0.188579	1|0.727273	-1;-1	1|1	readthrough-intersecting	no|yes	exon	RP11-572M11.3	RP11-572M11.3-001:4	-	lincRNA	0	exon	C3orf17;RP11-572M11.4	C3orf17-001:1;C3orf17-002:1;C3orf17-003:1;C3orf17-004:1;C3orf17-005:1;C3orf17-006:1;C3orf17-007:1;C3orf17-008:1;C3orf17-009:1;C3orf17-010:1;C3orf17-011:1;C3orf17-016:1;C3orf17-017:1;C3orf17-018:1;C3orf17-019:1;C3orf17-020:1;C3orf17-021:1;C3orf17-022:1;C3orf17-201:1;RP11-572M11.4-003:1;RP11-572M11.4-004:1;RP11-572M11.4-005:1;RP11-572M11.4-006:1	-	protein_coding	0	0	pass
628477	2	69723117	[69723117,69723206]	2	69693685	[69693593,69693685]	24	0	17	6	0.583333;0.583333;24	1	0.555371	0.218181	0.888889|0.311688	-1;-1	0|0	readthrough-intersecting	yes|no	exon	AAK1	AAK1-001:17;AAK1-002:17;AAK1-005:4	-	protein_coding	0.475821018	exon	RP11-427H3.3	RP11-427H3.3-001:1;RP11-427H3.3-201:1	-	lincRNA	0	1	pass
355785	2	8224471	[8224447,8224480]	13	99053670	[99053670,99053763]	24	0	18	22	0.583333;0.375;2	1	0.848707	0.0892743	0.96|0.461538	-1;-1	.|0	inter-chromosomal	no|no	intron	LINC00298;LINC00299	LINC00298-002:2:1;LINC00299-002:7:6;LINC00299-003:2:1	-	lincRNA	0	exon	FARP1	FARP1-017:1	+	protein_coding	0.430404335	0	pass
499099	16	79619777	[79619777,79619842]	16	79246798	[79246552,79246800]	15	4	11	4	0.733333;0.733333;15	1	0.638706	0.186463	1|1	-1;-1	0|0	intra-chromosomal	no|yes	exon	MAF	MAF-003:2	-	protein_coding	1.5057143	exon	RP11-679B19.2;WWOX	RP11-679B19.2-001:2;WWOX-003:5;WWOX-004:6;WWOX-005:9;WWOX-016:6	-	lincRNA	0.845389307	1	pass
586253	19	52317231	[52317141,52317231]	19	52343145	[52343145,52343229]	22	0	16	8	0.590909;0.545455;22	1	0.491522	0.242181	1|1	-1;-1	.|0	readthrough-adjacent	no|no	intron	FPR3	FPR3-001:1:2	+	protein_coding	1.12135506	exon	AC006272.1	AC006272.1-001:3	-	lincRNA	0	0	pass
849656	7	26438960	[26438960,26439036]	7	26412188	[26412097,26412191]	21	0	20	3	0.571429;0.619048;21	1	0.528089	0.215861	1|0.875	-1;-1	1|0	readthrough-adjacent	no|yes	exon	AC004540.5	AC004540.5-002:2;AC004540.5-003:2	+	lincRNA	0	exon	AC004540.4;SNX10	AC004540.4-001:2;AC004540.4-002:2;SNX10-001:7;SNX10-002:7;SNX10-003:3;SNX10-004:4;SNX10-007:6;SNX10-201:8	-	antisense	0	0	pass
699576	21	30702014	[30701924,30702015]	21	30723955	[30723954,30724038]	21	0	17	2	0.52381;0.571429;21	1	0.373133	0.181548	0.525|0.75	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	BACH1	BACH1-001:4;BACH1-002:4;BACH1-006:2;BACH1-007:2	+	protein_coding	1.86644161	exon	BACH1-IT1	BACH1-IT1-001:1	+	sense_intronic	0	1	pass
391450	14	62541853	[62541852,62541970]	14	62437031	[62436924,62437029]	19	1	16	6	0.578947;0.578947;19	1	0.540991	0.254135	0.8|0.106383	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	SYT16	SYT16-001:3;SYT16-002:3;SYT16-201:4	+	protein_coding	1.27489126	exon	CTD-2277K2.1	CTD-2277K2.1-001:2;CTD-2277K2.1-002:3	+	lincRNA	0	0	pass
185860	10	57335410	[57335402,57335473]	10	56926411	[56926335,56926411]	21	0	7	1	0.666667;0.571429;21	1	0.582324	0.143042	0.35|0.5	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	RP11-168O22.1	RP11-168O22.1-001:2	-	sense_intronic	0	exon	PCDH15	PCDH15-004:2;PCDH15-019:3	-	protein_coding	2.33535552	1	pass
272218	11	120930794	[120930708,120930795]	11	120973374	[120973371,120973439]	20	0	10	2	0.6;0.6;20	1	0.421363	0.18748	0.5|1	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	TBCEL	TBCEL-001:7;TBCEL-002:7;TBCEL-003:7;TBCEL-005:7;TBCEL-007:6;TBCEL-008:7;TBCEL-009:3	+	protein_coding	1.15793288	exon	TECTA	TECTA-001:2;TECTA-201:1	+	protein_coding	0.213569999	1	pass
823788	5	178358327	[178358238,178358327]	5	178312615	[178312613,178312680]	20	0	14	10	0.5;0.6;20	1	0.343039	0.247555	0.952381|0.952381	-1;-1	0|0	readthrough-adjacent	no|yes	exon	ZFP2	ZFP2-001:5;ZFP2-002:4;ZFP2-003:5;ZFP2-004:5;ZFP2-005:5;ZFP2-201:4	+	protein_coding	0.473019004	exon	ZNF354B	ZNF354B-003:2;ZNF354B-004:2	+	protein_coding	1.13371527	1	pass
393009	14	66584659	[66584567,66584659]	14	66962980	[66962980,66963057]	20	0	7	5	0.75;0.8;20	1	0.630345	0.202906	0.952381|1	-1;-1	1|0	intra-chromosomal	no|yes	exon	RP11-783L4.1	RP11-783L4.1-001:2;RP11-783L4.1-002:2;RP11-783L4.1-003:2;RP11-783L4.1-004:2;RP11-783L4.1-005:2	+	lincRNA	0	exon	RP11-72M17.1	RP11-72M17.1-001:4;RP11-72M17.1-002:1;RP11-72M17.1-003:1	-	lincRNA	0	0	pass
756392	3	193031833	[193031830,193031915]	3	192981024	[192980949,192981026]	19	0	17	2	0.578947;0.526316;19	1	0.444948	0.168043	0.463415|0.422222	-1;-1	1|0	readthrough-intersecting	yes|yes	exon	ATP13A5;ATP13A5-AS1	ATP13A5-001:19;ATP13A5-003:3;ATP13A5-AS1-001:2	-	protein_coding	0.469621092	exon	HRASLS	HRASLS-001:3;HRASLS-002:1;HRASLS-201:3	+	protein_coding	6.91479349	1	pass
